Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Group
0.002785805,0.008340662,-17.270063,-89.7173,-9.868474,-27.98004,1.3380004,0.9856335,12.419799,21.589958,17.808172,2.1222115,-17.901834,-34.710888,2223.077148,4018514.25,-3.43E-09,0.106152877,3.170329571,0
0.005395257,0.011951336,116.318054,-105.523705,-55.340736,-41.69869,-6.2011695,-35.22327,-34.22373,-22.947231,-21.174286,-17.566734,-2.4306927,6.657718,1029.943115,2788165.5,-9.08E-09,0.040725227,5.542105198,0
0.004500577,0.020764636,147.0701,-106.78499,-45.301582,-43.96439,-11.357391,-28.582203,-17.25254,-18.821898,-21.42826,-20.272278,-16.413206,-20.29744,1287.06604,2537096.75,-6.04E-09,0.04991243,11.15023518,0
0.003642921,0.007353434,3.0197225,-95.33861,-10.009541,-30.146353,-5.5534515,-5.273655,0.93825614,10.603448,24.107143,22.97961,11.105247,-8.579121,1862.015259,4247068,-5.74E-09,0.072268158,3.512953281,0
0.00413644,0.009372128,15.066727,-153.68584,-10.745951,-32.520695,-23.86674,-32.36889,-14.9592285,-13.011362,-9.094472,3.2670195,15.979505,27.650469,2163.876709,3049571.75,-4.91E-09,0.074098557,8.333333015,0
0.004425765,0.013199425,35.754303,-151.63774,-19.516935,-35.80638,-14.120529,-28.274956,-19.4653,-23.271587,-15.804673,-3.8911088,-5.7934947,-5.114167,2190.459473,3226639.5,-5.64E-09,0.053370427,10.71929836,0
0.001966628,0.006663832,-20.118353,-60.23846,-5.1479216,-14.084636,6.3766837,5.5644608,12.539076,10.920564,6.6816006,-2.3969417,-18.629053,-23.489721,2187.436035,4819318,-2.38E-09,0.119140625,1.927927971,0
0.003784203,0.020958912,24.789925,-131.24457,-25.616426,-45.39036,-20.253143,-25.873476,-19.177128,-29.349838,-23.566912,-26.066353,-20.704592,-12.816412,2377.256348,3091579,-3.80E-09,0.073724285,14.60759449,0
0.004251244,0.025382664,171.2644,-85.23266,-40.310837,-33.005234,-13.050353,-25.978914,-22.667152,-18.74711,-21.479862,-15.027577,-11.09173,-13.285723,1211.070679,2656409.75,-6.08E-09,0.06037125,10.43873501,0
0.0045234,0.010121999,32.31551,-116.641075,-39.523014,-37.914833,-11.440636,-7.5688324,7.265423,22.54078,34.945946,33.214424,12.351984,-16.415075,1273.826172,2927660.5,-6.76E-09,0.04648263,3.202380896,0
0.00529607,0.010398823,125.625206,-99.36324,-56.754868,-48.52151,-11.605857,-29.393494,-29.452238,-21.272383,-19.154453,-11.850797,-3.8416626,-1.1763521,896.9833984,2695233.25,-8.79E-09,0.028831722,5.647368431,0
0.00437582,0.012026133,28.647211,-115.04141,-32.39323,-8.462217,6.4958644,18.169031,26.93933,23.247625,-0.3714257,-30.606998,-39.716278,2.8892193,1403.03894,3055652.75,-6.30E-09,0.065125249,2.472891569,0
0.003981754,0.029042086,22.152517,-132.30693,-33.02348,-49.085934,-23.288637,-24.876642,-15.995075,-23.815323,-17.850683,-18.221106,-19.458267,-18.386364,2543.356689,3144785.75,-4.12E-09,0.079390548,15.78231335,0
0.003733199,0.019278919,56.723362,-121.95038,-27.566988,-50.17251,-24.598322,-26.241549,-11.724143,-22.259644,-18.784954,-12.174244,-14.119861,-17.061079,2336.37915,3191549.25,-3.85E-09,0.077578001,17.55696297,0
0.004450804,0.010283157,67.15274,-118.67719,-40.468098,-33.446827,-17.454517,-26.58626,-14.919501,-2.886128,5.0601983,21.824726,34.812275,35.961063,1286.505249,2968737.75,-6.27E-09,0.046134159,3.936781645,0
0.005043173,0.018545054,149.99597,-126.75156,-44.930923,-36.059696,-25.3194,-18.40247,-24.383411,-17.932533,-19.09023,-10.662125,-11.978351,-18.918116,1487.400024,2059406.125,-8.13E-09,0.061024364,11.48618793,0
0.003751189,0.009766057,-90.201706,-90.94238,-20.776867,-15.933273,7.8369627,18.562315,26.802675,12.353707,1.0142149,-31.835478,-37.595753,1.2791262,2444.109619,4077302,-3.97E-09,0.063437499,4.024000168,0
0.004284224,0.011486993,34.131187,-146.85992,-17.506916,-42.48513,-20.95475,-31.597164,-17.925068,-27.586603,-21.741352,-6.8948483,-1.4318053,3.4772084,2238.156982,3094668,-5.19E-09,0.064363182,10.64473724,0
0.005531972,0.015276566,91.132195,-117.710205,-53.499935,-45.24588,-6.2949,-23.703442,-16.670694,-9.961512,-8.891007,-11.2911005,-3.2296777,8.468112,1136.042603,2853958.5,-9.44E-09,0.04336974,5.027933121,0
0.003859894,0.011206748,-7.9717155,-138.94131,-15.614367,-44.494785,-15.334018,-17.199179,-6.351801,-11.940493,3.171701,17.924648,25.5682,28.913929,2129.01123,3182989.5,-4.47E-09,0.070489794,7.369047642,0
0.003470208,0.017396757,-81.40416,-117.39114,-21.166903,-32.051186,-18.753542,-7.620817,-8.893479,-22.19574,-4.546099,14.332931,20.02363,26.670229,2944.401855,4036776.5,-2.95E-09,0.085628904,8.552000046,0
0.004907633,0.02041631,99.61287,-101.19582,-49.746185,-51.741642,-13.493997,-8.681397,-14.768186,-7.7706666,5.9235034,25.251379,32.075794,35.23376,1015.914124,2528043,-7.62E-09,0.04485349,3.218487501,0
0.003469935,0.022692025,101.713165,-44.769863,-9.369448,-13.296253,0.36433974,-4.72253,-5.6294117,-10.930358,-9.705582,-9.838221,-6.587303,-6.3375583,1837.51062,4576904.5,-5.68E-09,0.071500465,9.674329758,0
0.005565808,0.016604157,118.16694,-140.37729,-49.633324,-40.80252,-21.733067,-32.012745,-13.948162,-21.26412,-22.611,-21.55738,-15.730555,-12.613965,1338.953735,2232020.5,-8.76E-09,0.052809495,9.763736725,0
0.004734248,0.011256357,134.91788,-93.987595,-59.40207,-62.34651,-12.028166,-28.103197,-30.023506,-26.010862,-19.204338,-15.756135,-12.7248955,-11.576736,839.2119141,2664258.5,-6.93E-09,0.022485487,5.893854618,0
0.004464683,0.009799669,59.04369,-114.26674,-41.01998,-37.50699,-24.521805,-21.637238,-7.232722,11.059539,22.634335,38.399414,36.88067,18.028671,1194.048584,2915254.5,-6.38E-09,0.037466865,3.595238209,0
0.003416992,0.008874008,18.876354,-145.22543,-14.593444,-35.435898,-19.20814,-26.0581,-9.818226,-12.5430565,-8.249317,0.5090158,10.845608,26.280516,1949.043579,2998664.5,-3.64E-09,0.073277697,7.22424221,0
0.004258073,0.012137371,40.82602,-150.1094,-21.250288,-35.175102,-18.19227,-26.506508,-12.586777,-12.423934,-9.90284,-11.077016,-2.5544899,11.788545,1713.345215,2955973.25,-5.44E-09,0.060983628,8.216080666,0
0.004247793,0.010642146,-4.657281,-137.38042,-17.796556,-36.392574,-10.136058,-11.051581,7.6564627,10.692643,17.126503,34.56517,31.41169,-2.5206478,1990.559814,3330738.25,-5.30E-09,0.049747799,5.543689251,0
0.004261288,0.022637427,17.718184,-131.55435,-32.098923,-49.812206,-26.99723,-31.377151,-21.243532,-27.390394,-19.800997,-19.855433,-18.002552,-14.866084,2427.762695,3219620.75,-4.68E-09,0.051867034,14.05921078,0
0.004431265,0.020197343,147.15489,-121.20582,-30.528114,-27.404978,-14.39036,-19.41268,-15.658165,-23.741756,-28.270048,-20.935322,-8.927449,-9.926213,1626.879272,2504896,-5.70E-09,0.052537423,14.63865566,0
0.003381222,0.00765048,70.57289,-104.31058,-44.5681,-13.74606,-11.738079,-13.233613,-19.242018,-18.441587,-10.48213,3.4399672,13.107385,17.893484,1508.156738,3316562.75,-4.92E-09,0.067206196,4.063829899,0
0.004822342,0.011587999,93.31433,-109.61589,-49.09083,-45.038235,-15.508438,-27.975155,-19.268341,-10.341953,-6.4468927,2.6282468,17.682203,28.504698,1013.556091,2962072,-7.44E-09,0.031034317,4.503067493,0
0.004061792,0.015303127,130.2429,-86.45722,-33.364532,-26.520319,-14.570115,-18.508055,-19.083807,-21.300379,-21.170883,-17.641766,-11.025685,-11.959908,1675.989624,3652692.75,-6.11E-09,0.078032397,10.87068939,0
0.00445486,0.009314861,-26.091423,-115.6292,-12.715673,-29.4149,10.740717,22.78338,29.256311,16.7938,0.06370788,-30.927904,-42.365986,-10.742852,1767.751953,3312892.5,-6.39E-09,0.061093874,3.708860874,0
0.004442366,0.013107938,18.164,-134.64221,-16.99667,-38.62366,-13.985302,-16.837643,4.14297,10.333965,13.98244,29.715548,24.779404,-4.6125846,1682.104614,2900459,-6.32E-09,0.045704339,5.478260994,0
0.00459712,0.009433512,-41.334953,-125.80838,-10.79661,-19.47633,9.894054,18.58887,26.541582,17.253456,3.6842735,-34.77485,-38.180252,-1.7975206,2133.87793,3154843.5,-5.93E-09,0.050716706,4.206896782,0
0.002888609,0.007722238,-9.524789,-80.28473,-10.093648,-20.951029,0.48341006,-1.6340812,9.0066595,10.852976,20.384514,14.054648,-11.673097,-27.406004,2159.006348,4569245.5,-4.07E-09,0.10277725,2.86829257,0
0.004011989,0.016084066,176.85612,-75.99926,-44.583412,-53.627396,-13.536837,-21.01419,-20.856672,-20.628048,-23.897934,-17.07111,-16.318193,-19.786022,960.7363281,2230190.5,-4.93E-09,0.047667611,8.177285194,0
0.003435723,0.009190048,-15.57559,-141.01048,-2.408233,-28.345238,-15.587034,-22.934977,-4.202598,-5.582154,2.2870634,24.187414,35.948563,30.410185,2370.5896,3464114.5,-3.45E-09,0.087655306,6.594377518,0
0.003493891,0.01664646,122.20633,-124.189125,-45.613155,-26.812483,-6.7752066,-23.28962,-11.830331,-16.52882,-27.036257,-22.069002,-14.983514,-14.735877,1459.907104,2632599.25,-3.78E-09,0.061785102,9.985646248,0
0.004099107,0.017276151,148.15709,-52.628803,-22.928894,-52.23731,-18.727552,-31.774855,-24.032038,-22.683645,-18.159681,-18.941153,-15.751877,-19.978994,849.8967896,3233462.75,-5.54E-09,0.036641344,7.622119904,0
0.004099694,0.01349053,40.10222,-150.90724,-20.546413,-33.27796,-11.0108,-25.745424,-21.43111,-31.627,-23.067497,-10.999213,-3.103284,6.141063,1901.244629,2967067.5,-4.98E-09,0.065442674,8.989361763,0
0.005260697,0.018321605,109.94797,-134.80525,-51.92102,-44.503227,-17.931396,-30.72729,-18.154305,-23.628813,-20.724842,-14.633552,-11.814516,-14.166325,1354.238159,2670181.25,-8.28E-09,0.046433352,8.814606667,0
0.004534797,0.01433628,32.538914,-124.442986,-40.787666,-33.343918,3.5379946,3.1189876,26.962448,37.503265,27.267605,-3.46772,-35.73012,-43.482845,1225.292847,2835082.5,-6.23E-09,0.049278207,2.857142925,0
0.00487186,0.011237017,-37.21497,-136.08505,-7.4123235,-37.315914,13.274811,11.328558,25.05217,23.90562,18.415115,-5.2421618,-40.067436,-46.132477,1958.76709,3097381.25,-6.53E-09,0.07322254,4.310344696,0
0.004327036,0.011078461,-17.83075,-124.17542,-15.135586,-43.324207,-8.10133,-12.4723425,1.6595916,11.548955,29.016853,26.588135,12.06057,-13.578406,1909.296143,3533536.25,-6.05E-09,0.070739344,5.086092949,0
0.003525394,0.015263693,-62.278187,-115.54279,-14.950929,-32.724987,-30.339155,-26.664656,-13.941459,-15.007197,-5.255365,1.2284003,9.872352,26.40207,2885.295654,3860622.25,-3.20E-09,0.101383463,9.158333778,0
0.003897017,0.017224303,82.897835,-97.64396,-44.522316,-37.30261,-13.837982,-18.69904,-17.035477,-3.7856684,10.49985,31.018917,39.90985,31.75018,1105.383423,2741133,-5.30E-09,0.052372739,2.844380379,0
0.004369852,0.010656271,43.18999,-151.42397,-26.495092,-24.668634,-11.13061,-4.833911,-14.062474,-15.12227,-7.0422106,18.853722,20.60094,23.13077,1776.02417,2764252.75,-6.44E-09,0.060094163,5.688741684,0
0.004669923,0.012876606,67.49133,-147.06856,-19.527466,-40.22759,-7.6292663,-16.929195,-7.900747,-26.523918,-28.282642,-15.874277,-13.79301,-6.1260953,2105.08252,3329925.25,-6.51E-09,0.05152224,11.60526276,0
0.003957169,0.00955256,-9.4117365,-129.33423,-13.668797,-35.59503,-0.24826762,0.6717499,14.387376,21.121164,26.714321,17.829262,-17.363293,-37.157646,1963.126465,3546416.25,-4.75E-09,0.037049279,4.538461685,0
0.003289006,0.019168854,-98.80781,-90.15364,-14.758621,-29.760563,-10.8289795,1.7566501,-0.49347344,-6.508559,12.382221,17.92075,18.359306,26.572361,2941.615967,5005646.5,-2.93E-09,0.088843748,6.808000088,0
0.004092819,0.024986042,54.894676,-118.23495,-26.01828,-49.56861,-29.555573,-27.840752,-16.404184,-31.976147,-19.822138,-13.609821,-16.437939,-7.643437,2476.023926,2857601.5,-4.31E-09,0.083384797,20.24264717,0
0.004497461,0.013990447,126.386986,-134.8724,-48.520855,-29.084684,-24.995985,-22.84419,-29.432554,-28.331305,-22.472534,-10.368732,-13.962049,-12.2245035,1484.173706,2182607,-6.54E-09,0.05678843,9.140540123,0
0.003445833,0.007298181,72.48079,-97.77503,-40.135635,-12.134712,-9.492888,-13.450891,-21.297804,-15.710013,-9.139206,-3.2863789,-0.59935987,5.4486036,1400.543091,3449878.75,-5.18E-09,0.074759081,3.949238539,0
0.005377579,0.009557207,-9.581891,-149.58806,-16.807436,-41.865814,8.964631,15.672437,35.59243,38.261635,9.823273,-36.698116,-55.46164,-13.245661,1720.505249,2330313.25,-7.60E-09,0.041659154,4.610256195,0
0.004814529,0.01060826,79.51594,-160.82126,-34.565872,-23.172127,-18.255136,-20.744312,-28.738272,-24.465296,-19.35627,-16.913471,-11.173362,3.6382265,1569.362915,2029724,-7.12E-09,0.053442072,7.911392212,0
0.003477049,0.024174789,37.95576,-96.41325,-15.048347,-43.04688,-27.470749,-23.21689,-22.529879,-39.836666,-26.293772,-23.11929,-17.76323,-10.567571,2734.603027,3413001.25,-3.06E-09,0.099658825,22.57594872,0
0.004517413,0.015181643,75.18866,-114.78214,-49.03096,-36.1811,-14.282164,-26.60573,-13.24538,-3.2016675,-1.5092057,13.854426,28.295742,34.656982,1080.878784,2654685.75,-6.44E-09,0.044744566,4.145251274,0
0.005565932,0.02136579,166.0068,-70.09913,-32.96602,-41.0741,-5.756842,-27.47904,-24.81958,-24.235882,-23.169437,-21.704865,-14.066903,-14.685783,1038.090576,2868781,-9.49E-09,0.038895458,11.17982483,0
0.004113848,0.008737704,55.984226,-134.8738,-29.601141,-22.719936,-12.863084,-11.0234995,-22.921593,-23.297369,-14.975814,6.1512046,10.59293,21.437279,1781.630005,2819057.75,-6.23E-09,0.075773463,5.785275936,0
0.00466253,0.023363898,128.1868,-133.96324,-27.897757,-31.012026,-16.701916,-21.388105,-12.1838045,-18.498425,-21.305445,-13.238443,-14.856901,-13.998355,1731.092529,2453614,-6.29E-09,0.058220357,13.86554623,0
0.003339103,0.016543299,-60.70375,-113.60234,-9.591567,-30.308104,-21.255281,-19.571283,-3.3009655,-4.6745243,6.226968,19.511415,29.215853,27.255741,2780.12915,4226654,-3.25E-09,0.121790759,6.755725384,0
0.003973749,0.00960065,7.1544766,-145.5591,-13.947109,-38.186142,-12.300816,-19.031935,-16.009256,-30.759737,-16.059277,8.067132,19.078693,24.149324,2282.086426,3313008.25,-4.54E-09,0.048898797,8.864034653,0
0.004759972,0.017836727,129.86621,-118.92637,-31.894236,-36.33257,-19.118143,-28.662756,-13.2346325,-18.776981,-17.750568,-9.205233,-10.729603,-18.63776,1681.742554,2949093.5,-6.79E-09,0.043703541,12.20873833,0
0.002642171,0.007201478,19.262323,-83.56485,-8.419016,-20.42639,-13.506427,-6.2308264,-2.3921044,5.5993795,11.738574,22.01449,21.45089,11.232719,1976.390991,4061551.5,-3.78E-09,0.062066846,3.123655796,0
0.003486895,0.020850781,-61.762653,-104.72863,-22.501966,-29.805872,-19.098202,-19.253994,-22.775015,-25.547344,-18.5736,-18.574802,-8.58015,4.0623913,3039.591797,4501308.5,-3.00E-09,0.083187498,10.64000034,0
0.004658911,0.021255674,124.88212,-45.73492,1.1128297,-39.098732,-17.308867,-36.45062,-25.944727,-22.367346,-17.183264,-17.990028,-12.620021,-15.387885,797.4380493,3748226.25,-7.09E-09,0.030311987,9.087718964,0
0.004928075,0.028302884,162.5056,-120.008446,-43.158916,-32.583153,-21.063465,-29.887138,-21.715141,-22.161282,-20.126785,-12.233735,-5.128455,-6.673564,1319.27832,2274437.5,-7.12E-09,0.055808485,12.58685493,0
0.002172237,0.006835845,-24.202656,-60.905807,-5.658659,-16.0307,7.8872905,12.520297,16.958857,8.877277,-1.4474154,-16.239002,-23.246935,-8.784833,2194.170166,4938531.5,-2.70E-09,0.124835871,2.113445282,0
0.003366838,0.016054517,-68.10106,-104.485695,-23.153189,-29.540573,-17.013798,-11.273008,-14.671757,-19.758373,-9.113948,-5.768035,2.9740906,17.317781,2951.661377,4739363,-3.04E-09,0.091440216,9.113043785,0
0.005513407,0.02426598,125.33917,-115.217,-50.476845,-48.751358,-11.580129,-29.643583,-16.408419,-16.874561,-16.062954,-14.143188,-12.2670965,-18.195366,1213.981934,2854163.75,-9.05E-09,0.04624109,9.675438881,0
0.003257514,0.007878082,-11.095735,-70.31188,-21.858185,-10.92885,16.215229,14.928139,12.175423,-19.164577,-29.296238,13.203671,41.219543,13.707308,1850.018921,3996253.25,-3.65E-09,0.05693762,1.97250855,1
0.003659155,0.007559462,56.143703,-70.65945,-21.340153,-9.119899,-12.969198,-21.496368,-11.508187,-3.881164,-1.1819296,5.5703487,9.5939865,15.260307,1137.254883,4325758,-6.15E-09,0.029936692,3.501567364,1
0.003777089,0.007445528,105.08263,-51.610874,-30.521488,-23.219877,-10.757811,-19.069794,-14.719725,-4.31061,3.6562228,-4.4329767,-7.316824,-9.573234,876.0481567,3901129,-6.24E-09,0.022154901,4.14788723,1
0.005516578,0.007165307,41.331463,-82.66259,-46.13415,-38.723873,-13.275902,0.33126932,19.874481,43.139164,28.581514,-0.4740527,-35.1562,-36.45377,992.5423584,3241247.75,-9.26E-09,0.038373824,2.167629957,1
0.003014043,0.007092739,12.992977,-63.14269,-21.255232,-10.032227,2.6132603,-1.5983536,7.3209643,17.014053,3.5235534,-3.0151074,-6.99106,-11.880535,1404.497314,4781398.5,-4.42E-09,0.032350477,1.764350414,1
0.003876043,0.015929194,59.40518,-78.426926,-25.02395,1.970194,-12.115286,-17.64458,-4.015966,10.98796,17.658611,25.03954,43.26455,50.46338,1071.028564,3758927,-5.98E-09,0.039550781,3.287356377,1
0.004599975,0.009173384,21.762161,-53.634266,-29.682795,-11.892421,9.746923,31.781307,31.175112,20.38982,-8.7884245,-12.277915,-4.8935137,34.974712,1160.31311,3841542.75,-7.32E-09,0.041136671,2.042016745,1
0.004144904,0.005652502,3.8267732,-54.700695,-21.065357,-18.480246,5.899269,18.628101,12.692894,-8.384702,-14.408303,6.011275,26.611345,35.282246,1441.113159,4261018,-7.32E-09,0.043749709,1.551928759,1
0.002580279,0.009059471,-20.836658,-76.52812,-16.751667,13.489134,8.696896,-13.044272,-4.331608,22.44383,-5.3144464,-13.89175,27.318438,23.629269,2192.61084,3944304,-2.34E-09,0.092520535,1.43589747,1
0.00582564,0.006414369,55.611084,-86.78164,-45.29107,-27.692785,-17.758604,-2.7379222,2.1983006,1.3899429,19.804636,62.469208,54.194546,16.944544,1118.474731,2975158.25,-1.02E-08,0.043253984,3.570957184,1
0.004368134,0.007917521,106.96967,-74.66634,-46.605602,-14.909515,-11.526708,-29.904879,-24.514832,-9.657069,2.3496122,2.7087927,-10.61416,0.47915402,731.8706665,2164611.5,-6.53E-09,0.031348784,3.64161849,1
0.003985121,0.010886191,104.29153,-39.792984,-12.93973,-6.1085224,-13.125864,-15.438633,-13.701104,-14.356334,-5.6834273,8.090234,4.773565,-2.55149,898.1486816,3833380.25,-6.57E-09,0.023375407,5.815028667,1
0.004607926,0.007665512,8.151784,-39.542137,-24.200605,-2.1013303,42.82277,57.18006,11.523048,-36.204395,-24.388956,28.281387,43.12742,43.15034,1388.449585,3333183.75,-7.60E-09,0.051735312,1.414746523,1
0.004996932,0.007763786,116.4301,-39.290592,-21.817617,-20.754414,-14.169826,-13.300792,-23.798422,-18.875753,-0.91938305,30.644115,38.90768,41.318146,693.1651611,2469361.75,-8.56E-09,0.019625623,2.310924292,1
0.002200905,0.009885778,3.0367973,-47.918594,-32.669567,19.610897,9.532175,2.4401863,-21.863575,28.946028,21.506014,18.925913,8.708907,30.160727,2171.973633,6658182.5,-2.07E-09,0.116303585,0.912820518,1
0.004822494,0.008035582,94.99567,-63.17454,-28.74176,-6.3350267,-16.401804,-33.34973,-27.539799,5.7045994,29.446562,52.49278,54.46722,38.558167,766.4573975,2436112,-8.00E-09,0.022090971,2.642307758,1
0.004199325,0.009101175,144.73299,-26.190914,-1.8397398,4.1613607,-3.3520572,-9.754874,-9.657682,-6.5863247,-8.169129,-5.1867533,-7.4506717,-5.576073,746.6732178,3146791.5,-7.45E-09,0.016212747,4.111111164,1
0.004772445,0.00788265,41.41588,-86.074196,-41.8527,-20.858654,-6.684712,-6.62826,27.701618,54.187305,23.60193,-3.990311,-18.48127,-34.9193,1124.635254,3320859.25,-7.60E-09,0.033935547,2.339080572,1
0.003549784,0.009005354,54.19462,-57.67497,-24.06646,-10.995082,-1.6708828,-11.400937,-13.55289,-6.184339,-7.195139,6.5033045,20.964687,22.866575,1113.934814,4723006.5,-5.91E-09,0.027432991,3.248041868,1
0.004159149,0.007309923,83.7069,-58.59718,-26.150564,-20.983685,-17.624643,-25.731564,-22.472942,-9.367346,-1.4571817,-5.792704,-6.0000176,-3.2273934,935.7290039,3843303.75,-7.43E-09,0.028949285,3.630508423,1
0.004409705,0.006963097,15.818113,-41.761,-18.909872,1.3027098,36.92055,40.67523,-2.2791495,-26.100197,-7.5827584,25.7996,44.406532,18.600645,1501.177124,3473304.25,-7.05E-09,0.065632202,0.912442386,1
0.003588433,0.013561545,27.003145,-60.204838,-14.47446,-24.194103,-16.023634,-7.2299967,9.164763,19.022095,17.530611,10.475145,-4.0473485,-6.946415,1344.328125,4872495.5,-5.15E-09,0.033420675,4.55445528,1
0.003540384,0.010042801,47.861065,-59.182198,-20.415937,2.0790734,2.3307357,7.912626,11.057125,18.732302,30.42298,26.967527,-4.725544,-17.986984,1204.936523,3636908.75,-4.46E-09,0.044277672,2.714285612,1
0.004057279,0.009619866,22.288767,-81.20343,-14.43758,-7.71234,4.5182114,9.111576,11.868918,22.561441,15.841188,8.173907,-11.691347,-20.68021,1450.239868,3069639,-5.74E-09,0.054000214,2.718487501,1
0.004910791,0.009110679,78.59099,-76.50566,-34.68326,-20.074837,-10.995367,-0.6690885,-12.987174,0.000947443,23.562502,42.669662,43.447678,44.154705,860.0513916,2327665.5,-8.20E-09,0.034871273,3.327402115,1
0.004074755,0.009638133,94.57249,-45.947796,-25.541197,-1.7138368,1.3471487,-8.808578,-13.088076,-10.497746,-2.399132,-3.624302,-9.640577,-0.7322777,1108.165039,3720423.5,-7.02E-09,0.030046232,5.00867033,1
0.003410158,0.006951028,20.926556,-52.38166,-11.797491,-19.33476,-11.486711,-9.423338,2.9027622,14.032853,14.934228,24.685658,29.952997,10.119842,1187.835815,5144368,-5.37E-09,0.033038385,2.908814669,1
0.004744252,0.008467933,50.41781,-71.69279,-31.145393,-24.198153,-14.141943,2.6848953,-1.1331925,10.796945,31.981821,50.841854,44.046497,30.31012,789.6079712,3182235.5,-8.25E-09,0.022286283,2.52692318,1
0.004488844,0.007655338,23.892227,-70.68834,-29.857574,-13.395313,7.82419,29.843435,25.18322,8.7227745,-7.3241463,-4.825601,-3.1111498,28.111538,1386.170044,3463382.75,-7.19E-09,0.051899571,2.078341007,1
0.003723778,0.009296127,59.206993,-60.078255,-14.136445,-2.42109,5.3427043,10.497302,3.203763,14.560544,34.94701,42.34465,22.620642,-2.1291094,1197.445068,3139702.5,-5.22E-09,0.047981143,2.257692337,1
0.004310291,0.008936884,9.660023,-59.6728,-15.804938,7.6544523,33.99375,28.489592,-18.504286,-20.42717,6.7693663,47.709442,29.179329,-23.722403,1727.02002,3579199.5,-6.29E-09,0.068935409,1.290322542,1
0.004841147,0.008685971,152.6238,-20.20689,-5.488423,0.750991,7.645727,-7.583886,-15.453268,-17.295244,-17.072588,-10.331865,-15.654958,-5.217876,577.7811279,2827786.25,-8.62E-09,0.014484066,4.125412464,1
0.003912057,0.0090859,27.39013,-62.29447,-30.937899,-17.23548,3.7802498,34.099514,37.38986,25.9347,0.8437046,-12.730206,-13.953388,9.862781,1055.772705,3184893,-5.06E-09,0.040720858,1.811059952,1
0.001802705,0.004604358,6.5058613,-34.50272,-7.502839,9.020046,30.956354,21.918594,-14.576267,-15.916079,5.1491075,42.50374,24.707378,-19.655767,1907.54541,4349406,-2.05E-09,0.07838966,0.936974764,1
0.004648128,0.015333399,97.43707,-89.66282,-45.944912,-2.4886293,-11.98222,-31.361183,-6.334385,8.870589,-1.3482,-8.100628,-4.0860047,8.169258,913.645874,2632695.5,-7.30E-09,0.041887823,5.007633686,1
0.004219347,0.012828986,14.922973,-70.31305,-23.412088,-2.9411747,16.3834,27.231129,17.797184,2.0145175,-4.2372084,10.903638,27.167591,50.573643,1557.23938,3667754.75,-6.40E-09,0.052426636,2.033613443,1
0.003822397,0.007008519,10.103439,-54.83557,-17.977612,22.982466,43.596764,8.238689,-32.818108,-6.770225,36.76034,41.252934,-10.648968,-15.435636,1847.598633,3103398,-5.21E-09,0.081524506,0.710084021,1
0.004151342,0.012318688,49.58649,-56.768196,-28.87814,-0.19086136,-1.9427372,14.2591505,20.953989,27.71387,12.208419,-5.516582,-12.475057,5.935911,1208.719116,4161476,-6.01E-09,0.037269399,2.235294104,1
0.004519909,0.008833209,80.52253,-57.418457,-27.857063,-6.9233623,-7.806899,-18.930931,-22.760855,-10.337467,11.122188,14.670008,17.664957,37.98453,828.8967896,3164068.25,-7.70E-09,0.019507078,3.402640343,1
0.004728974,0.006777456,75.08239,-56.966072,-30.599388,-17.020159,-7.9034715,-14.454563,-10.634931,21.515715,45.830082,55.565384,36.73744,21.41318,800.5755005,2261777.25,-7.80E-09,0.024459135,2.200000048,1
0.004191876,0.006399076,-6.4075027,-42.67072,-15.50159,10.141897,31.802202,23.588682,-19.502707,-23.60802,10.11873,41.09144,27.965475,-25.488401,1653.505493,3217009.75,-6.68E-09,0.060083214,1,1
0.00324913,0.007269349,25.283794,-59.371147,-21.887903,-19.75925,-11.16455,-5.657913,9.793866,13.140278,10.693644,15.62746,5.750429,-20.996746,1256.795288,4385392,-4.95E-09,0.037110846,2.120481968,1
0.00363413,0.009638408,-2.7993834,-64.80991,-18.165146,20.743073,26.590567,9.895828,-6.238419,-8.374781,14.9976425,33.883316,2.650548,-21.296291,1809.554199,4473780,-4.90E-09,0.074621893,1.348717928,1
0.003523255,0.00788225,48.428097,-61.20248,-21.360506,-16.281876,-10.603649,-19.495522,-9.460339,9.042731,5.8471875,-1.769403,3.0690677,29.943869,1232.479492,4225972.5,-5.92E-09,0.031597018,2.858490467,1
0.004559034,0.014507351,74.28478,-63.87165,-30.988428,-11.270813,0.8333597,-13.768127,-7.312279,25.507801,44.156273,47.66221,32.06907,33.55229,1406.754272,2893816.75,-6.36E-09,0.060913086,2.642307758,1
0.004971193,0.010460631,24.763443,-58.100426,-33.290028,-15.38142,6.3035617,33.56804,37.760147,20.081533,-11.071127,-16.119837,-4.2734847,34.22671,1127.694214,3591375,-8.09E-09,0.042032689,2.170506954,1
0.004044456,0.008260858,76.2214,-47.897175,-18.085117,-4.44074,2.8247728,-3.0471706,-24.180603,-33.14741,-15.701888,6.7106776,6.700758,17.165964,803.5351563,3866673.5,-6.31E-09,0.025655864,4.015431881,1
