Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Group
0.003563277,0.012436295,-98.867584,-81.487885,-21.756025,-29.212118,7.5674415,13.067975,30.032701,32.285404,10.519886,-33.36004,-47.441284,-13.567151,2844.140869,4468885,-3.54E-09,0.126403809,3.875,0
0.003957529,0.011865795,165.54431,-73.4438,-42.57585,-54.186874,-17.86659,-18.37651,-17.128944,-17.321337,-26.484015,-26.543007,-19.752602,-16.978079,711.0692749,2273051.75,-4.91E-09,0.022760279,6.727272511,0
0.003768515,0.023257021,12.287102,-122.441185,-26.151955,-42.196915,-17.661873,-18.185873,-7.6095514,-24.664785,-19.788973,-12.021037,-15.402504,-13.671828,2661.879883,3165397.5,-3.60E-09,0.100876585,17.8928566,0
0.004172553,0.012439047,126.21683,-117.51214,-49.751175,-20.402866,-21.021694,-15.588695,-20.623514,-22.608847,-33.447144,-23.525312,-14.000941,-13.427811,1252.367432,2348625.25,-6.34E-09,0.046861585,7.241758347,0
0.00509171,0.010804027,81.385826,-161.45403,-46.029263,-17.59447,-18.331572,-16.806793,-28.518616,-22.17522,-12.929555,-12.300074,0.2893465,10.619943,1443.883911,1962746,-7.82E-09,0.060371093,6.746666431,0
0.003094542,0.007652814,-23.96347,-82.98991,-12.754263,-25.007034,12.267601,7.883349,24.31317,22.949007,5.3718166,-27.26476,-34.576187,-10.625698,2079.535156,3566440.5,-4.13E-09,0.082630754,2.861111164,0
0.004125439,0.010652106,118.39695,-118.55006,-53.816204,-30.930376,-18.3338,-16.025183,-24.638464,-16.13888,-18.610931,-7.974735,-7.027847,-14.268555,1444.713989,2703495.75,-6.33E-09,0.063084923,6.604166508,0
0.004014316,0.015299095,-94.88445,-101.12035,-16.822145,-40.507504,-12.610288,-3.4427419,10.356744,24.690868,35.152607,26.051657,3.701613,-33.29022,2713.569092,4016935,-4.22E-09,0.064915314,6.11450386,0
0.004323918,0.016852653,83.38961,-144.31398,-28.148108,-42.682644,-15.469297,-24.766275,-12.671807,-16.226,-14.46825,-8.691524,-10.302405,-11.81098,1983.222168,3141540.75,-5.56E-09,0.063494094,12.34358978,0
0.004297009,0.010202321,91.5678,-127.582954,-37.781216,-19.69123,-19.518532,-18.62805,-25.259573,-19.772728,-17.48818,-0.07608414,-4.725827,-7.2411637,1460.433472,3147927.75,-6.80E-09,0.069695294,6.685393333,0
0.002915097,0.007873395,6.2101183,-107.82245,-3.7892785,-23.127855,-12.935402,-18.108969,-7.2035036,-6.575498,2.9774678,19.847694,28.185472,25.14253,2163.350098,4407927,-3.72E-09,0.093246698,4.666666508,0
0.003471636,0.017385624,-85.57331,-106.5958,-20.853817,-38.35908,-24.18563,-16.270607,-10.882802,-7.272389,7.7041364,9.054261,23.160107,36.905766,2962.077393,4195507.5,-2.92E-09,0.092317708,8.641666412,0
0.002936879,0.005580957,39.751137,-97.36205,-23.401731,-10.472782,-9.812279,-1.0526251,-9.103776,-11.871464,-3.6560383,13.682317,13.158689,13.747682,1836.303711,3978417,-4.36E-09,0.087515667,3.433447123,0
0.004397126,0.012774324,-18.242865,-141.39731,-15.132718,-42.622776,-9.972603,-10.242798,-1.9633684,-5.205774,14.657888,29.805563,30.718523,25.94374,2097.321777,3322966.75,-5.59E-09,0.057813622,6.660919666,0
0.004062953,0.010407753,-7.4931493,-137.44257,-9.289271,-34.83307,-18.218893,-19.773006,-1.9946482,8.214213,15.782965,30.8585,39.50786,19.293737,2198.823975,3385172.5,-4.89E-09,0.065710232,6.083333492,0
0.003960054,0.015151752,75.31657,-143.07379,-27.051746,-44.595222,-15.478128,-20.53987,-10.791308,-18.510881,-17.99895,-9.468754,-11.10692,-10.390975,2064.042236,3154299.25,-4.72E-09,0.062490519,11.9271841,0
0.003854227,0.01281613,17.555576,-130.64748,-24.919863,-37.10594,-21.334034,-19.449957,-3.6436386,7.1570463,25.358784,30.996866,29.93029,15.767267,1605.036865,3164720.75,-4.70E-09,0.047571253,4.969135761,0
0.003553624,0.011485557,150.06598,-68.89325,-44.106342,-45.451756,-13.449291,-14.191603,-22.500374,-22.444754,-23.668776,-21.347456,-14.442751,-8.2255945,860.1240234,2491108.25,-4.37E-09,0.034844119,5.129746914,0
0.004891259,0.013114067,104.26704,-95.87986,-43.594555,-41.233612,-0.87912303,-26.692629,-31.52817,-26.604094,-14.050317,-11.062155,-1.2171276,8.535117,960.2925415,3068869.25,-7.41E-09,0.034097057,5.317948818,0
0.003550088,0.011197246,-92.59628,-90.49912,-14.917026,-25.21745,4.5870137,9.003021,21.23043,21.901833,13.331295,-6.146678,-32.906048,-44.0371,2639.455811,4195452.5,-3.58E-09,0.094173655,3.955882311,0
0.00554388,0.01704815,137.3204,-89.378,-45.74016,-56.02975,-12.930495,-29.946268,-31.462969,-33.373184,-24.495457,-26.416063,-21.652508,-18.031902,796.501709,2448317.25,-9.01E-09,0.019036978,6.883435726,0
0.003481336,0.020811144,-57.76501,-107.95327,-26.14421,-27.192383,-19.28356,-15.955019,-16.869577,-20.838854,-12.953014,-8.929481,-0.17374343,10.89304,2856.266113,4600991,-3.12E-09,0.064838372,9.752293587,0
0.004189075,0.010523857,28.86752,-164.7961,-16.785936,-43.41301,-14.249788,-19.259018,-15.755783,-32.68346,-24.035814,8.142825,22.271675,24.070421,1942.99585,2557273.5,-4.81E-09,0.048866313,8.608938217,0
0.003833352,0.011908613,50.76668,-155.01936,-24.188885,-36.664692,-16.588331,-28.051353,-15.041299,-21.04129,-22.462744,-4.479278,-2.0765626,-2.6400023,1935.499146,2727403.5,-4.39E-09,0.080086216,8.762431145,0
0.003521195,0.019836586,-40.188667,-108.16873,-25.07893,-38.41583,-25.770157,-25.42476,-23.520666,-24.028187,-11.989605,-13.080262,-6.373341,0.22690605,2970.406494,4234708.5,-3.21E-09,0.10721723,11.31617641,0
0.005531633,0.017261261,140.97575,-81.87029,-46.38294,-69.74417,-17.237299,-21.363342,-19.35725,-29.053774,-25.498667,-22.771036,-16.820248,-18.642004,831.9281006,3003302.5,-8.96E-09,0.032524809,6.497297287,0
0.003172351,0.007741889,-4.522321,-125.60732,-10.561196,-29.331413,-7.920675,-4.1081095,9.240427,26.211548,30.465364,16.059864,-4.272579,-30.977304,2002.776733,3638581.5,-3.27E-09,0.060717147,4.199999809,0
0.004923326,0.01181413,21.30927,-136.00998,-36.69617,-24.107199,-4.0267706,26.62645,40.43158,38.223167,7.005027,-40.183174,-57.664726,-18.82413,1311.600708,2181460.5,-6.90E-09,0.048787434,3.476190567,0
0.004746194,0.010317013,19.19206,-132.93042,-31.030136,-16.59547,-1.3471442,19.94814,30.459175,22.030352,13.285813,2.1851332,-46.704605,-53.608593,1403.393555,2357299.75,-6.60E-09,0.044419564,3.436781645,0
0.003980064,0.015173681,-75.99367,-97.97564,-17.577864,-36.065495,-11.51822,4.0509872,30.602509,32.88102,30.422009,-5.9389153,-42.27665,-42.369205,2385.539063,4101971.25,-4.63E-09,0.08130078,4.647999763,0
0.004925471,0.019882299,125.64189,-96.51269,-54.12716,-44.43142,-5.9034476,-20.510094,-26.813513,-22.346539,-14.879469,-9.016956,-6.054594,-6.2630143,1046.748901,2584341.75,-7.79E-09,0.048006464,5.017241478,0
0.002072062,0.005558513,6.8805823,-73.674515,-7.556066,-18.647356,-7.640089,-12.7217045,-3.4316523,-4.15427,3.9524286,9.869432,11.852373,17.06469,2326.659424,4781280,-2.54E-09,0.102713972,3.395522356,0
0.004574121,0.012703957,28.381033,-121.18703,-45.255123,-36.42183,-0.3804097,-8.663754,9.083618,28.071024,30.02673,21.99317,3.875961,-36.72625,1347.981445,2968409.75,-6.52E-09,0.056449022,3.145569563,0
0.004293139,0.014759421,171.10783,-75.62655,-48.876392,-55.774666,-14.303887,-20.603119,-23.169859,-22.711016,-21.328478,-10.471515,-8.823237,-15.328001,980.1461182,2353341.75,-5.69E-09,0.041584123,7.467857361,0
0.00377569,0.010493108,120.863045,-109.490166,-51.97688,-24.848063,-18.355228,-12.327212,-16.606482,-15.4036875,-17.136974,-13.044254,-10.778217,-12.415596,1505.672485,2993381,-5.69E-09,0.071573891,7.135416508,0
0.00339743,0.01964944,-9.003245,-125.076164,-30.691494,-39.97336,-19.711931,-18.449837,-13.301955,-23.709959,-16.123928,-15.104491,-9.531127,-1.8542145,2491.16748,3778065.5,-3.23E-09,0.074707031,12.0880003,0
0.003564835,0.009632222,-10.248676,-127.573265,-6.4389358,-33.278233,4.287195,9.620016,19.523104,18.163193,8.427633,0.17372788,-30.258337,-41.554073,1963.342041,3181481.75,-3.92E-09,0.080849253,3.725609779,0
0.004369306,0.013299277,155.69002,-83.5779,-50.34107,-52.425407,-14.874531,-21.89372,-23.681667,-17.641277,-19.963507,-13.884282,-9.384648,-12.481022,919.5233154,2413895.25,-6.20E-09,0.048632812,6.394117832,0
0.004397422,0.008666146,32.98522,-136.13054,-38.477245,-29.742891,-13.313795,2.7590275,28.810368,43.449047,27.264244,1.667925,-38.92455,-59.59753,1353.07605,2534025.25,-5.57E-09,0.048011001,3.619047642,0
0.003685077,0.012888813,117.14939,-108.81352,-38.521385,-21.471008,-18.235062,-20.616182,-29.843077,-21.858929,-21.661018,-8.959705,-4.608831,-9.165063,1477.349365,2814691.5,-5.31E-09,0.070883498,7.2295084,0
0.002972061,0.012146808,-99.60059,-91.42021,-12.70495,-25.759312,-3.2049193,-1.4452949,14.971984,16.399162,30.900782,22.28083,-21.616491,-38.694336,2797.608643,4060461,-2.26E-09,0.102636717,5.015999794,0
0.004799275,0.015032733,142.17213,-119.44135,-38.815575,-29.021849,-20.76251,-15.493744,-22.151691,-20.951368,-22.857643,-16.353703,-11.737249,-13.311211,1508.5,2680798,-7.52E-09,0.062250234,11.49308777,0
0.004292175,0.017611312,105.57662,-98.81771,-49.159126,-39.75379,-16.761202,-16.395212,-21.211695,-11.93233,-5.942339,6.538735,18.122509,26.844963,1087.310425,2700576.5,-6.07E-09,0.055930518,3.438172102,0
0.004862947,0.018044312,129.38034,-146.08095,-51.958805,-31.229311,-21.01019,-11.969385,-22.394203,-17.822853,-20.421703,-12.41151,-14.328803,-15.986362,1542.522583,2247982,-7.34E-09,0.058869485,10.08235264,0
0.00466351,0.01361866,119.14989,-138.15463,-46.063084,-18.832003,-21.11033,-14.715715,-21.562414,-29.032871,-29.78,-25.402483,-21.824818,-8.828461,1495.662842,2107711.75,-7.15E-09,0.058432668,8.701030731,0
0.004954816,0.009647409,101.43872,-145.20082,-42.97178,-26.171669,-26.516918,-27.958239,-29.582544,-27.9899,-24.908129,-2.5984719,-4.3842273,1.9021232,1494.755737,2545693.25,-7.78E-09,0.067014299,7.220125675,0
0.003680052,0.016340895,118.53569,-54.771233,-20.578943,-17.985714,-2.7937813,-7.262243,-9.410032,-15.153231,-16.295292,-18.094896,-12.324652,-7.83284,1699.426025,4134097.25,-5.84E-09,0.081320018,9.158490181,0
0.004901913,0.014381217,89.3136,-149.44237,-32.969135,-36.862804,-19.022457,-29.119816,-25.175055,-27.316282,-22.745293,-6.0780253,-3.971273,-3.4903445,1392.291138,2745816.5,-7.19E-09,0.047390282,8.677419662,0
0.003863859,0.009252816,-11.799767,-121.773796,-13.321422,-35.426777,7.204863,12.994942,30.370108,30.147667,10.304881,-32.00667,-49.181835,-9.586759,1882.056763,3086095.25,-4.80E-09,0.06020315,3.598684311,0
0.002807548,0.007198683,9.121409,-104.669464,-4.7216725,-26.132063,-8.683304,-5.191276,-4.528634,-1.6749146,11.2819,24.67111,18.896059,18.233957,2225.157715,4203849.5,-3.42E-09,0.073184125,4.30810833,0
0.004322805,0.011039604,69.66061,-100.464966,-47.902744,-30.261106,-0.75542015,0.18559325,-0.6902293,16.232088,23.361366,27.878248,26.38744,1.7976501,1144.839111,2809981.75,-6.25E-09,0.046896435,2.36829257,0
0.005012827,0.015919287,109.2562,-151.20454,-33.305843,-36.109097,-15.805323,-17.495909,-6.322126,-8.947089,-17.473757,-6.9496536,-11.394318,-21.758005,1810.862671,2620930.75,-7.12E-09,0.071225464,12.61764717,0
0.00492852,0.018225893,124.2466,-140.15793,-45.189907,-37.93799,-16.217964,-25.759293,-21.163248,-24.207088,-24.416393,-13.298092,-13.43266,-14.9024935,1443.074097,2662541,-7.20E-09,0.065901771,10.04265404,0
0.003791588,0.01908768,129.1928,-104.92417,-63.77277,-35.246773,-9.811461,-19.043356,-27.155733,-22.466766,-20.648516,-10.850201,0.8352622,5.429757,1205.984131,2386860,-4.85E-09,0.055471975,5.213213444,0
0.005037984,0.023522891,124.557396,-94.21367,-53.65375,-41.08367,-5.954176,-19.711452,-29.699415,-24.849716,-15.620825,-10.235248,-5.27115,2.4457166,1113.459595,2616104.5,-8.28E-09,0.049946535,4.65363121,0
0.00504306,0.018307362,160.39099,-72.27267,-38.966194,-51.810974,-12.030292,-19.882393,-24.663244,-24.572477,-22.475727,-14.518546,-8.627242,-12.297593,797.911499,2726549,-8.22E-09,0.037741601,5.959537506,0
0.00407615,0.009888652,64.199554,-99.23501,-39.601295,-40.449635,-6.876072,-1.2819189,-5.543105,0.19139197,15.532578,29.278057,29.335651,21.669125,1105.468994,3073295.75,-5.95E-09,0.050621115,2.620967627,0
0.003940636,0.00785823,97.91746,-104.71265,-49.245895,-20.764002,-21.606462,-26.15536,-22.54159,-24.991251,-18.522991,-0.9605633,-3.4395745,-1.1998745,1321.780151,3116448.25,-6.12E-09,0.075826623,5.222222328,0
0.00459114,0.016989633,140.30194,-90.13618,-48.943005,-65.48715,-11.528019,-15.751116,-14.689455,-25.979362,-19.991499,-12.413586,-8.291376,-17.369007,1030.249268,2626041,-6.15E-09,0.048970282,6.639240742,0
0.004504683,0.013072227,60.2304,-109.31397,-43.52583,-25.971628,-3.660645,8.366801,15.225715,23.937866,30.273796,20.1101,-16.346697,-42.315563,1054.001221,2483658.75,-6.32E-09,0.042499054,2.346020699,0
0.004043888,0.013330749,87.12318,-140.14546,-43.098465,-33.040676,-13.113111,-26.908266,-17.194649,-21.807142,-24.08911,-6.569286,-6.4494095,-3.9741728,1310.381226,2776402.75,-5.06E-09,0.053423565,7.911458492,0
0.003458726,0.010663332,-73.77879,-103.66908,-19.295815,-38.52432,-12.4541235,-8.100069,4.7426596,17.869787,34.098003,27.510647,10.780682,-13.204162,2327.538574,4176345,-3.41E-09,0.068189405,5.734177113,0
0.004301365,0.012332425,6.8376036,-133.03316,-27.195389,-40.099995,-16.34436,-14.800009,-3.2506804,-6.7491684,12.413759,24.418995,27.458477,22.286314,1626.144531,3479773.25,-5.92E-09,0.040863037,5.59375,0
0.00469547,0.013255268,113.83598,-146.31479,-65.73612,-31.139841,-21.232748,-7.914235,-21.302696,-22.37323,-10.181628,-8.936025,-7.698854,2.7723236,1440.997681,2327643.75,-6.80E-09,0.063564345,7.168539524,0
0.004231864,0.00959321,58.684162,-141.00038,-24.249659,-23.399555,-25.78093,-20.24546,-19.525465,-9.431591,-9.52646,1.884291,8.656054,25.545622,1619.032104,2884949.5,-6.19E-09,0.055087302,5.744966507,0
0.005292149,0.027007595,106.875854,-111.03587,-49.722675,-36.214794,-3.265219,-24.360605,-27.09945,-20.738533,-12.959388,-6.976435,6.26838,15.706708,1155.476685,2552839,-8.76E-09,0.060127303,4.922155857,0
0.004680524,0.009174937,52.24189,-116.2092,-45.931664,-29.499874,-10.182064,-9.226747,2.1732342,10.817696,20.002798,34.471485,29.641895,0.22317244,1041.393066,2764757.25,-6.91E-09,0.038802907,3.08227849,0
0.003888424,0.008871834,83.384155,-119.92551,-44.073685,-8.635071,-14.097291,-12.540781,-22.088213,-22.453793,-18.93605,-9.087532,-5.486708,-0.5010228,1463.87439,3123182.75,-5.99E-09,0.066790074,5.208955288,0
0.004909711,0.013674782,37.06356,-127.37848,-46.552906,-25.681284,6.403188,20.424564,32.42386,34.705204,6.2301593,-32.417908,-44.238617,-14.160519,1183.455444,2441640.75,-7.37E-09,0.051511586,2.474359035,0
0.004213243,0.009269955,-24.547972,-134.0214,-7.9620037,-45.414528,-1.7771474,-1.1710362,28.492203,35.282784,27.534721,-5.194088,-32.26799,-47.175488,2051.417725,3151075.25,-5.23E-09,0.072136849,4.703296661,0
0.005113671,0.013146408,61.520004,-108.35181,-42.2911,-36.09353,-9.638954,-0.2878522,3.728574,24.171522,35.741463,34.979237,13.470382,-15.997388,1065.703491,2443769,-8.30E-09,0.04850008,2.532299757,0
0.004417467,0.013683511,65.383736,-152.81891,-20.458317,-44.96203,-18.076294,-25.02068,-13.417877,-22.806564,-21.855093,-11.827562,-15.082394,-15.408113,2141.947998,2982165.25,-5.41E-09,0.064740457,12.13846111,0
0.004176495,0.00904806,16.753998,-129.66702,-27.66498,-30.464201,-0.50163215,1.3588443,11.4121475,18.380104,31.544792,20.704483,-20.500425,-40.729923,1489.173584,2869353.5,-5.22E-09,0.076035894,3.67088604,0
0.00563173,0.013474617,126.07122,-94.62098,-54.168755,-54.953823,-7.8024864,-21.04991,-25.5718,-26.026161,-19.20329,-10.362885,-4.589256,-5.345104,785.4235229,2640682.75,-9.52E-09,0.032645456,5.289473534,0
0.003291419,0.024622627,-18.01761,-119.19922,-29.075352,-42.84087,-25.170496,-26.150192,-19.833767,-24.402456,-13.1160345,-11.246622,-6.536989,-1.9057914,2641.120361,3740604.75,-2.92E-09,0.06679263,11.60000038,0
0.004624936,0.013367883,46.60475,-160.77545,-24.130472,-41.41773,-15.461658,-22.655794,-10.764441,-20.14214,-20.45165,-7.797713,-5.1197715,-0.22975248,1999.387817,2699259.25,-6.02E-09,0.05436198,11.13333321,0
0.004859413,0.024910489,89.95084,-115.69874,-52.3136,-36.13056,-3.8220813,-8.464461,-15.950092,-13.657519,-3.7851808,18.49634,30.262161,26.48495,1159.029175,2621272.75,-7.42E-09,0.054748721,3.76452589,0
0.003836872,0.012997337,131.13547,-64.795296,-37.211235,-44.81348,-10.763808,-17.117033,-22.54628,-20.464169,-16.760447,-9.948302,-8.14651,-10.161707,1174.286133,2670345.25,-5.98E-09,0.050624304,3.939285755,0
0.004149779,0.01509033,141.17204,-79.824165,-46.16922,-60.585087,-5.4606977,-17.676107,-17.680456,-24.528362,-24.136444,-22.85907,-13.305495,-11.557357,953.1168213,2759922.5,-5.23E-09,0.041546475,7.28717947,0
0.003516763,0.009792044,-1.8519764,-133.1331,-7.3252554,-39.03297,-22.482315,-31.45035,-4.8562293,-6.1452503,1.6253192,20.578255,36.626415,33.79303,1979.756104,3287569,-3.80E-09,0.06704694,6.21965313,0
0.005126147,0.019136984,142.27057,-133.29654,-31.06117,-34.326836,-20.143995,-24.877424,-15.391271,-16.42075,-17.692097,-8.1716,-3.4060922,-7.149943,1735.938843,2580761,-7.52E-09,0.05218865,14.12605,0
0.005439957,0.020417357,174.93991,-62.776485,-31.87252,-56.00821,-18.585627,-32.58851,-24.041943,-18.367027,-17.105316,-20.511114,-14.419429,-14.968396,851.0773315,2524686.5,-8.93E-09,0.027050782,9.352631569,0
0.004880306,0.023725696,166.80739,-113.142586,-38.423527,-27.98956,-17.454544,-28.974844,-18.83731,-18.626122,-21.322006,-14.947777,-9.955162,-12.100802,1374.641357,2330819.25,-7.15E-09,0.055115942,12.95098019,0
0.003179468,0.014861229,-70.13996,-99.91713,-13.2722,-35.352573,-22.03508,-13.916811,-2.0806777,6.52037,24.699015,30.66454,27.132614,17.748997,2770.667725,4476663.5,-2.91E-09,0.117624827,6.121738911,0
0.004746427,0.020319479,110.53922,-105.92552,-53.862614,-45.847153,-10.4720125,-14.576452,-23.57834,-22.346024,-15.107598,5.4422636,18.435396,20.09469,1054.841553,2470961,-7.04E-09,0.052102312,4.358600616,0
0.003616741,0.008884777,0.3127176,-156.24564,-10.582911,-28.742777,-8.191669,-16.401722,-5.470725,-13.493609,-8.004205,15.121483,21.856758,22.842457,2048.592041,3052235.75,-3.96E-09,0.084214151,7.047059059,0
0.005214519,0.013594369,56.56587,-115.32944,-46.536976,-35.641674,-3.8157804,-3.7412453,11.14313,35.624382,34.301437,16.282045,-4.642395,-34.76448,1009.055908,2327829.75,-8.40E-09,0.044737481,2.592144966,0
0.005035302,0.012052101,70.04073,-130.3331,-47.91312,-36.04808,-8.173429,-12.409263,-8.80943,4.38004,17.938679,34.651184,36.189774,27.553715,1068.110352,2514776.25,-7.49E-09,0.029159078,4.024539948,0
0.004696555,0.008372957,18.147154,-131.94801,-30.103333,-10.974714,2.1829107,25.50718,32.35051,20.572033,-1.7953706,-33.020767,-52.093613,-4.6709943,1379.306274,2480376.75,-6.59E-09,0.048308939,2.848101377,0
0.004371492,0.008386185,99.643326,-121.32268,-43.547134,-22.527872,-19.824648,-16.226107,-29.299137,-19.374104,-17.35858,-7.2361326,2.872606,-5.751638,1328.206421,2550657,-7.05E-09,0.071635664,6.005181313,0
0.004496907,0.014787949,22.816978,-154.89606,-18.630905,-36.4864,-15.786294,-24.372635,-7.964743,-10.693825,-8.694452,-9.413226,-2.586257,13.834126,2091.214111,3220957.5,-5.94E-09,0.059907835,8.921658516,0
0.003859603,0.024582364,65.57086,-129.23631,-16.882565,-48.675255,-26.002169,-24.955076,-7.5807586,-27.182373,-22.00378,-12.636545,-23.075565,-16.135784,2479.993164,2854610,-3.91E-09,0.089475997,17.70253181,0
0.003202609,0.009806858,20.614714,-100.77582,-10.879653,-21.58922,-14.93004,-5.967873,-2.2826889,6.5579557,13.881405,24.504164,24.551466,13.578024,2018.923218,4217216.5,-4.68E-09,0.074152283,3.476439714,0
0.004526466,0.013725461,112.544174,-140.62329,-45.545216,-28.0786,-22.280785,-15.15063,-25.710522,-19.236502,-18.070518,-12.247027,-15.522705,-13.217074,1690.215088,2839819.5,-6.81E-09,0.067117386,8.399999619,0
0.005280197,0.014015573,42.918903,-121.48949,-34.498108,-23.35109,4.570564,12.449675,19.648735,26.454645,20.82199,-6.165678,-31.363081,-38.96827,1329.536133,2717738.75,-8.36E-09,0.051153347,2.636656046,0
0.00462655,0.015047687,129.63554,-83.06254,-49.823204,-47.1275,-6.5110455,-11.74208,-22.192795,-23.57831,-21.085575,-8.65194,-4.603414,-2.5154757,899.4963379,2643868.25,-7.05E-09,0.042022236,4.406153679,0
